symbol,weekly,market_cap
PHX,2019-17w,10507760.64577648
EVC,2019-17w,469309.9191697324
FRST,2019-17w,115257.24556281643
STRAX,2019-17w,91112253.29022337
DAG,2019-17w,1763332.3070644115
UPX,2019-17w,755851.7087502645
CTXC,2019-17w,22569817.1365609
PPC,2019-17w,12785189.178408686
BTNTV2,2019-17w,169980.68111788156
CXT,2019-17w,1838.7444025660286
PLNC,2019-17w,4543.083033191464
POST,2019-17w,16986.47795807207
PAC,2019-17w,4380427.861419409
ABYSS,2019-17w,1670068.7593353814
MLN,2019-17w,9314540.358667636
POSW,2019-17w,252725.12474643
BFT,2019-17w,17135523.84568543
DVPN,2019-17w,2935847.1370542943
AMS,2019-17w,29394.45369052567
LEDU,2019-17w,875562.6792512689
CRM,2019-17w,50261.57242112972
PXG,2019-17w,1415467.6082128
IMT,2019-17w,2649323.5965951486
MDA,2019-17w,18998192.418682728
BTTOLD,2019-17w,141788150.4412417
TCAT,2019-17w,51867.69118652451
DOGE,2019-17w,310738966.7225524
SMT,2019-17w,13307097.899216214
HERB,2019-17w,52705.714732360604
POWR,2019-17w,47473321.372630954
MEDIC,2019-17w,126723.6367083787
SHARD,2019-17w,399155.90396739915
DPY,2019-17w,3709480.8901939644
ETHO,2019-17w,223090.8762494617
PONZI,2019-17w,1847.1938746846429
AGIX,2019-17w,20605995.26252104
RET,2019-17w,1719353.7076272857
BTO,2019-17w,5589681.759237768
GXC,2019-17w,70335322.37794286
FUND,2019-17w,1459744.962357532
HYDRO,2019-17w,7265819.347233181
VEST,2019-17w,66086170.248719595
BLZ,2019-17w,11520739.5489546
PGN,2019-17w,368890.8580121803
VLT,2019-17w,5845.210468514867
DCN,2019-17w,14218821.814416485
XBP,2019-17w,314098.62617094256
HVN,2019-17w,4251985.787123353
ZYD,2019-17w,11728.332808481286
MDT,2019-17w,4997961.638696273
ELA,2019-17w,49477150.69324423
MVP,2019-17w,1112545.3732030073
WIX,2019-17w,1455808.268919424
OPEN,2019-17w,1735523.7763097514
CHP,2019-17w,3873099.268446357
ELTCOIN,2019-17w,66227.53162100143
ARNX,2019-17w,8192065.089715929
INSN,2019-17w,139797.39668487443
BMX,2019-17w,3598960.1756882174
XCO,2019-17w,44396.75118902234
DFT,2019-17w,242273.8291025074
DIN,2019-17w,22614.5803038412
SOUL,2019-17w,1457171.9570967874
TRTL,2019-17w,5198129.510118983
BOX,2019-17w,2831370.2780638887
FLIXX,2019-17w,1385256.4714293357
KOBO,2019-17w,140410.986418994
TONE,2019-17w,3538474.0876451773
DGB,2019-17w,137575938.90194342
PPT,2019-17w,65135586.121698625
VIVID,2019-17w,70869.2763994002
KIN,2019-17w,34884573.14264903
MET,2019-17w,9412867.477594547
BTCZ,2019-17w,1055420.98958342
POLY,2019-17w,38383483.0945618
GSC,2019-17w,3539885.656446873
GRID,2019-17w,7440737.754780325
BEET,2019-17w,5195229.122223781
HTML,2019-17w,4398667.377371357
MTN,2019-17w,2256351.6627536914
TRXC,2019-17w,6411483.115728235
SALT,2019-17w,9802064.627379904
XPM,2019-17w,7080408.227173908
PLU,2019-17w,942813.2633289859
STORJ,2019-17w,32442509.989877615
XFC,2019-17w,1988438.2959837685
EGEM,2019-17w,265108.57382125943
LYM,2019-17w,8354639.956104833
DASHG,2019-17w,259812.35421480128
EDGE,2019-17w,3344318.1508227116
FTC,2019-17w,5142177.107800582
WRC,2019-17w,229982.61761800174
LCC,2019-17w,7423971.151169489
PRIX,2019-17w,2112431.907417529
VEC2,2019-17w,3843.44632893905
BNT,2019-17w,39926315.91252303
SEND,2019-17w,693241.5371905194
KMD,2019-17w,113507084.97202885
OLT,2019-17w,1081942.6470435185
BOLI,2019-17w,58815.65036947428
AVT,2019-17w,1315303.7527217143
BECN,2019-17w,43974.28596426196
MTL,2019-17w,21408893.916883297
AMM,2019-17w,143280.95502912698
AVINOC,2019-17w,971812.0217895632
BSC,2019-17w,8449.297347848458
SC,2019-17w,114343877.83232656
ATL,2019-17w,992037.6597850034
BLK,2019-17w,6252299.431559131
REQ,2019-17w,17079469.355089284
ZUR,2019-17w,32056.115025261643
IBTC,2019-17w,12166.652354005846
EVN,2019-17w,5435817.020252159
CAJ,2019-17w,5017776.736586811
VIBE,2019-17w,9903517.231318232
SSP,2019-17w,3842422.510136248
MVL,2019-17w,2880168.854485679
DAV,2019-17w,831117.7829979891
FGC,2019-17w,122984.47229501016
NYC,2019-17w,1850180.0073697942
DOV,2019-17w,1474196.0004822258
PART,2019-17w,24999640.329073686
ZUM,2019-17w,36925.15017575592
PLAT,2019-17w,2308922.06521251
CEEK,2019-17w,1974428.1220265143
STEEP,2019-17w,38471.58058315196
ION,2019-17w,2618791.8984818147
QCH,2019-17w,5012049.117903637
KARMA,2019-17w,1245895.9239940343
GAME,2019-17w,7517072.631702884
BLTG,2019-17w,268243.84258340485
CNT,2019-17w,19659.3189344231
TOMO,2019-17w,38932390.74550577
MSR,2019-17w,1377868.4073464572
WDC,2019-17w,619987.6681922107
FTM,2019-17w,16724956.623874513
VOLT,2019-17w,3546.0089595382774
TIPS,2019-17w,856598.5891565875
PUT,2019-17w,219658.73906156214
DAPS,2019-17w,6041830.429829596
EMC,2019-17w,12743874.925884828
MTV,2019-17w,5824080.184499
ADZ,2019-17w,83731.10944589843
LBTC,2019-17w,25538406.53329647
SET,2019-17w,228426.80297259527
MNTP,2019-17w,287011.73746695585
DENT,2019-17w,45555669.07413756
MYB,2019-17w,856461.0136309285
ZER,2019-17w,400731.80574945785
GCR,2019-17w,3477036.90559801
GAS,2019-17w,27524331.60355721
DIME,2019-17w,3666264.917438417
SNRG,2019-17w,113306.97216538583
VEIL,2019-17w,4451813.297671576
SHX,2019-17w,294028.9265921843
QASH,2019-17w,42225954.0891
AREPA,2019-17w,74181.19087051491
SOCC,2019-17w,25005.580881071484
ETP,2019-17w,40117277.68728514
NIM,2019-17w,6004549.629211778
FTX,2019-17w,3646251.394223
DAX,2019-17w,2766709.3410754055
XLM,2019-17w,1991112714.5608656
TEMCO,2019-17w,3737041.7292802585
MTC,2019-17w,4780912.54785416
DSR,2019-17w,25898.408470517297
FSN,2019-17w,18134368.318756413
BON,2019-17w,827072.1619729319
HMQ,2019-17w,2148417.6580411056
KURT,2019-17w,15943.21809886556
AEON,2019-17w,5959258.414480448
VRA,2019-17w,1692726.6534084915
OMNI,2019-17w,1737756.6757070343
ARK,2019-17w,58438568.947778404
MINTME,2019-17w,163624.78219440999
KRL,2019-17w,949312.3097261632
BIR,2019-17w,592668.9240089284
ERC20,2019-17w,182024.2629589
DDD,2019-17w,11652293.145044686
SCS,2019-17w,20661.92200171805
GO,2019-17w,16890209.013977014
VIDZ,2019-17w,44260.15912709887
LTO,2019-17w,3916411.2661434226
ECTE,2019-17w,128180.25610284442
POE,2019-17w,16775458.024973828
UNIFY,2019-17w,123870.80777962515
MXC,2019-17w,5559029.209060738
SCC,2019-17w,413346.188624576
RVT,2019-17w,976680.0689349443
DRT,2019-17w,1706016.0032314116
TROLL,2019-17w,283879.0592021257
LRC,2019-17w,50186462.519558534
SNT,2019-17w,82094203.75421752
WAVES,2019-17w,233500951.17499998
NCash,2019-17w,10823523.911823401
FST,2019-17w,3387292.6965873926
CAS,2019-17w,5175323.725326945
TAG,2019-17w,169531.11081571
FUEL,2019-17w,6275485.589720376
DCY,2019-17w,297050.4188666213
STEEM,2019-17w,115804910.23664415
XRA,2019-17w,63956.95338309004
CARD,2019-17w,2173774.4528315803
COV,2019-17w,3568200.0608622856
SWC,2019-17w,1588070.1105215359
ISR,2019-17w,2445450.052178914
GFT,2019-17w,19405103.973678086
TCH,2019-17w,72814.25942538572
TZC,2019-17w,628467.3147330404
ETC,2019-17w,619341846.125623
NTK,2019-17w,1478691.790635002
TSL,2019-17w,1202927.82579526
ICOB,2019-17w,20435.17456255903
TKN,2019-17w,22609662.423012786
VTC,2019-17w,21855520.55456541
SNC,2019-17w,6454906.95630566
PLC,2019-17w,16035653.57913
ZAP,2019-17w,2111259.5126939346
BSD,2019-17w,1653989.8068006316
SPR,2019-17w,124853.05046181672
DTC,2019-17w,12111.914542028971
PAK,2019-17w,177808.36766902445
RBT,2019-17w,106961.83707270514
BRZE,2019-17w,3639728.3186554643
UBEX,2019-17w,1612602.090161433
COFI,2019-17w,976394.3911743984
CS,2019-17w,10854771.225947985
TOP,2019-17w,17141440.310571317
QUIN,2019-17w,32230.42997483873
BNTY,2019-17w,1145977.455813024
ZIPT,2019-17w,801553.7755191411
NOR,2019-17w,429503.2884837586
STX,2019-17w,1321707.0621725058
VIA,2019-17w,10914199.19128174
CJ,2019-17w,43058.36784906661
DLT,2019-17w,7631604.331604613
IQ,2019-17w,8019673.21157194
MARO,2019-17w,16921375.644110132
C2,2019-17w,37166.60866591633
XAS,2019-17w,15790331.44985657
QRK,2019-17w,1447674.0008277271
UUU,2019-17w,3221211.5755389216
FREED,2019-17w,166272.68192087772
SINS,2019-17w,8109377.546160994
WINGS,2019-17w,4714044.850191402
SAN,2019-17w,40551027.28570424
PKG,2019-17w,156779.162844982
MOTO,2019-17w,641317.9718382263
FIRO,2019-17w,51725952.684312575
CF,2019-17w,13718.9956488995
BTR,2019-17w,182440.78913551854
CNNC,2019-17w,5580.109978478683
UBQ,2019-17w,9448010.205860991
N8V,2019-17w,3379348.059315057
X8X,2019-17w,1267059.4425018642
GEN,2019-17w,7593204.776226704
SIX,2019-17w,5740038.785723017
CHEESE,2019-17w,28482.769014882713
SPK,2019-17w,125559.14522684086
RBIES,2019-17w,135262.1032561723
GEM,2019-17w,1339710.6230560485
FREE,2019-17w,1080931.2400376792
GSR,2019-17w,28518.65948039227
EFX,2019-17w,1685371.2525759444
XPY,2019-17w,128244.46409281729
C20,2019-17w,20781201.3784047
SANDG,2019-17w,1767.4744242485485
NOKU,2019-17w,2417172.041764594
SEELE,2019-17w,4869893.980497541
ORMEUS,2019-17w,5023831.092523743
INXT,2019-17w,1401870.2436724498
SPC,2019-17w,4290727.3548161145
QBT,2019-17w,1497953.1301882914
SLS,2019-17w,8505608.953267703
ARB,2019-17w,6775.09973337401
COB,2019-17w,4312526.354814927
UQC,2019-17w,1350910.36111
ACT,2019-17w,9601724.13705487
RBY,2019-17w,2294245.804327373
KNDC,2019-17w,96283.53126346019
BTW,2019-17w,77420.23731269037
PINK,2019-17w,718066.1514995965
XWC,2019-17w,15535340.71985217
UFO,2019-17w,746981.6906563883
42,2019-17w,578400.4640821666
ABT,2019-17w,21212584.08131313
ALIAS,2019-17w,9554363.915465686
WBB,2019-17w,5064.902637601098
QTUM,2019-17w,222920440.9670737
CPC,2019-17w,5387791.864521933
SWFTC,2019-17w,8527433.767290307
IXC,2019-17w,229087.815161649
INT,2019-17w,6060909.465602398
ZEN,2019-17w,45848076.95722999
ACOIN,2019-17w,15706.539954785043
BITG,2019-17w,2441347.481937557
OCT,2019-17w,1594699.764909
SMLY,2019-17w,195732.87557319584
NMC,2019-17w,13783707.201113015
WICC,2019-17w,43446461.37159599
XCN,2019-17w,290769.6167104347
EUNO,2019-17w,453811.13309978973
CAB,2019-17w,6420.03062459324
VIN,2019-17w,3012298.735545387
MED,2019-17w,11305436.880809713
EMC2,2019-17w,17531310.595191915
TVNT,2019-17w,19212.40763369284
XNO,2019-17w,224951758.36878243
TFUEL,2019-17w,36815273.644751176
GOSS,2019-17w,219871.76259760573
TDP,2019-17w,926100.491602779
PZM,2019-17w,9316151.866586069
QSP,2019-17w,13942689.570556073
PLBT,2019-17w,4242206.336296137
MORE,2019-17w,120067.71830308573
ABBC,2019-17w,81559938.31270775
CVC,2019-17w,24757223.44558396
BBP,2019-17w,370757.81364401645
HSC,2019-17w,2463436.4586484316
ERG,2019-17w,576362.1452386803
PI,2019-17w,7340178.480254211
XCASH,2019-17w,1622067.9110947843
KAT,2019-17w,6564640.198825247
EVY,2019-17w,3108263.5622086
BOUTS,2019-17w,207553.05800908586
DCR,2019-17w,234260665.456771
XMX,2019-17w,3153578.787673223
SIGN,2019-17w,720417.5608312229
GET,2019-17w,3138323.9406608227
REM,2019-17w,3550967.72453019
ETHM,2019-17w,174107.93730399743
HT,2019-17w,114890005.77525643
SIB,2019-17w,1456880.9677415187
CYMT,2019-17w,38834.369984652454
TX,2019-17w,1644929.945137743
CHSB,2019-17w,5921298.094196685
SRN,2019-17w,14362273.7810199
COLX,2019-17w,3831170.5191761483
XBY,2019-17w,3747374.455791543
STAC,2019-17w,320445.60252207716
ZCN,2019-17w,4108383.0170403956
ZINC,2019-17w,136157.833785659
DX,2019-17w,9396471.928664785
ENT,2019-17w,15052.400708665185
NANJ,2019-17w,2998331.63185465
BTAD,2019-17w,13091.250628430034
MRX,2019-17w,5471319.745717549
AE,2019-17w,127223119.19762786
EOSDAC,2019-17w,7841946.526699854
CRPT,2019-17w,12472104.279006744
META,2019-17w,28851431.79621294
CLOAK,2019-17w,3550814.8368898556
PAYX,2019-17w,1859630.1873721885
XDNA,2019-17w,101287.04331467826
FUN,2019-17w,35908561.93116958
BCH,2019-17w,4850491867.584397
DTRC,2019-17w,120473.76454523242
PRO,2019-17w,10811772.78348306
GOC,2019-17w,1887396.5285647842
DMD,2019-17w,3110667.452709754
STAR,2019-17w,355141.8352727679
SUMO,2019-17w,368767.84219330316
JUP,2019-17w,652808.5847815734
XHI,2019-17w,3614411.9878828586
ZNT,2019-17w,35921.44508088499
MANA,2019-17w,54431731.611052155
BTM,2019-17w,101149615.20402388
ADI,2019-17w,212403.57299469528
DNA,2019-17w,1762176.5458226858
UP,2019-17w,2478469.1343919756
LSK,2019-17w,213697533.82208213
EUC,2019-17w,24599.81845774493
SONG,2019-17w,7439.803998584534
AGVC,2019-17w,5464658.169606263
TUBE,2019-17w,6031405.740926103
AST,2019-17w,6413892.633019285
HAVY,2019-17w,26081.47461354154
VEE,2019-17w,11054972.728787402
AUX,2019-17w,413031.756887028
RDN,2019-17w,14912570.596081287
BCN,2019-17w,162210342.53278786
BAT,2019-17w,500428840.9095941
TNS,2019-17w,102351.43303916832
RIF,2019-17w,35228685.97162922
LANA,2019-17w,224487.2163164366
BSV,2019-17w,969064640.7623171
PLA,2019-17w,1979799.1703077957
KAN,2019-17w,17195590.114211272
GCC,2019-17w,33023.56540538988
VITE,2019-17w,10541711.668328295
OAX,2019-17w,14029834.034126699
NXT,2019-17w,30560341.725487757
AION,2019-17w,54744135.273315534
MIB,2019-17w,2007193.7776566527
ADM,2019-17w,2335969.6743702227
ZPT,2019-17w,4452255.850300714
ZET,2019-17w,274896.6255601964
VERI,2019-17w,31125435.326997727
NSD,2019-17w,4438394.791902236
PAY,2019-17w,28768848.613944087
MANNA,2019-17w,448018.72977171856
WAXP,2019-17w,65824697.24226926
KZC,2019-17w,62326.84552902983
COVAL,2019-17w,1760879.69961
RED,2019-17w,1029529.7920458849
NAVY,2019-17w,454146.2788648209
UBSN,2019-17w,903157.719267208
DTX,2019-17w,1614266.1114812586
OPCT,2019-17w,4051479.829809177
LTCR,2019-17w,16138.957938493813
GTC,2019-17w,8273139.650248022
IG,2019-17w,176518.53128200327
FLUX,2019-17w,8344069.926885294
APC,2019-17w,8924.139159951807
TDX,2019-17w,93549.73366531015
NIOX,2019-17w,700579.2181742437
RCN,2019-17w,13395920.787630972
KCS,2019-17w,105427963.03815372
UPP,2019-17w,4483492.256544231
ULT,2019-17w,2700868.96613942
SKM,2019-17w,3569550.691119093
INK,2019-17w,5823553.293837533
XYO,2019-17w,10464283.13904156
DEM,2019-17w,80215.5143342156
KEY,2019-17w,7606495.088536916
CVNT,2019-17w,7148321.960058773
YTN,2019-17w,48247.68864193929
SHPING,2019-17w,246802.26456562598
KNT,2019-17w,106008.39047414286
DATP,2019-17w,25901.27116001903
CARE,2019-17w,44005.78533965193
ZCR,2019-17w,522283.5693399496
CYL,2019-17w,11226.4255842423
CELR,2019-17w,30554713.029369645
ARO,2019-17w,400332.8666837433
SNET,2019-17w,1788827.9715074857
MAN,2019-17w,22529808.091778573
DMT,2019-17w,10310564.30584029
TRX,2019-17w,1592389937.8790772
XBI,2019-17w,415676.69345054816
ARCO,2019-17w,181425.28429025042
GRLC,2019-17w,27975.59295973053
POA,2019-17w,8237959.656163144
AUR,2019-17w,758613.2681874566
BTX,2019-17w,8221744.072998655
MAX,2019-17w,765771.2302267455
FET,2019-17w,14321438.697516615
PXI,2019-17w,7226.132507852767
FDZ,2019-17w,1589097.658950717
MINT,2019-17w,2012582.2310812287
DLC,2019-17w,12753.7442650107
BAX,2019-17w,3693177.233476136
THC,2019-17w,3978791.13199421
BNANA,2019-17w,53002.27034713403
XBTC21,2019-17w,37252.2195274405
XPX,2019-17w,24795517.580488782
BTU,2019-17w,9940623.006487945
LIKE,2019-17w,1043524.2671015447
LINK,2019-17w,161433979.26839998
CSC,2019-17w,21285480.61925477
RBLX,2019-17w,3233114.2572902786
NRG,2019-17w,22504891.261744983
RUFF,2019-17w,11015230.916767057
INO,2019-17w,19819932.816777144
BTB,2019-17w,103490.777632316
VGX,2019-17w,13136920.291135428
MST,2019-17w,12436.455476012858
SOLVE,2019-17w,22083750.0745486
HPB,2019-17w,15148235.492732571
NAS,2019-17w,49073241.6502965
WPR,2019-17w,7197091.54284973
HUSH,2019-17w,531053.8733774152
STAK,2019-17w,151669.76459948972
EQUAD,2019-17w,845636.3674835003
UGAS,2019-17w,32267415.157333326
YOC,2019-17w,802473.7821886601
KLKS,2019-17w,241066.84083285884
IBANK,2019-17w,7496.055371783157
DCTO,2019-17w,616634.6935786452
BELA,2019-17w,772203.4306139344
BNB,2019-17w,3232251152.284101
MTH,2019-17w,7155861.945545951
EVX,2019-17w,15263242.2180338
STMX,2019-17w,16869811.19449063
BTG,2019-17w,284395908.7906416
FKX,2019-17w,423764.08914984216
GRIN,2019-17w,21183111.412479572
EKT,2019-17w,16333840.466601571
MONK,2019-17w,236043.22173699972
HB,2019-17w,580062.8790800679
SWTH,2019-17w,2389524.640270236
JOINT,2019-17w,49357.58325088995
XVG,2019-17w,127105842.42736056
ENJ,2019-17w,125556526.48836628
MOBI,2019-17w,6040976.419549915
JET,2019-17w,118039.31832985464
MFT,2019-17w,21231351.811616916
GRS,2019-17w,28147923.068766028
DGC,2019-17w,52276.27929352142
VAL,2019-17w,3234021.4548181216
2GIVE,2019-17w,508284.02668576414
FLOT,2019-17w,331509.79637606227
DASH,2019-17w,995743194.9773751
APL,2019-17w,24051081.77257463
XCP,2019-17w,5284546.51356095
BTS,2019-17w,151362133.93862143
ZEC,2019-17w,407742791.72238
DOCK,2019-17w,6070144.606222898
GLM,2019-17w,76856774.00689562
GNX,2019-17w,5746202.939566576
APPC,2019-17w,6660924.428964964
CENNZ,2019-17w,27905311.9750706
PRE,2019-17w,6940439.772106786
PHR,2019-17w,3377515.022052153
ABL,2019-17w,5232569.696036511
SMART,2019-17w,18930104.632438
HXRO,2019-17w,4156193.8688222817
OBSR,2019-17w,3330528.208546747
DOGEC,2019-17w,272007.201021112
SKB,2019-17w,1495530.5565633685
CAPP,2019-17w,1310280.959613437
PKT,2019-17w,847251.4249666858
HNC,2019-17w,94687.0366441458
GBYTE,2019-17w,30580659.92179453
PNX,2019-17w,11431.562313252261
JS,2019-17w,9199.528784344968
HBX,2019-17w,58483.04665224339
AOA,2019-17w,105271499.74046786
LET,2019-17w,2930072.734626857
KRB,2019-17w,587967.1157325335
CHAT,2019-17w,4943043.112534629
BITS,2019-17w,199364.86829505122
ESCE,2019-17w,31180.20758771084
NBR,2019-17w,209953.67100516774
LTC,2019-17w,4492153189.663222
CARBON,2019-17w,443466.157613921
PIB,2019-17w,3108186.266260783
UBT,2019-17w,3192887.32516965
ICX,2019-17w,176356328.5343223
NIX,2019-17w,6298558.64831493
NGC,2019-17w,3552409.28051169
VIB,2019-17w,7152276.915641428
OMG,2019-17w,228518576.9181943
WEBD,2019-17w,934921.6006480092
ARAW,2019-17w,301555.2070737582
AMB,2019-17w,6269745.172233803
MAS,2019-17w,1336882.3793624986
VET,2019-17w,352021418.4495293
CXO,2019-17w,1484518.2765348644
XPTX,2019-17w,107183.68496810381
ARCT,2019-17w,59037.97973732842
ERO,2019-17w,876015.1692046217
DBC,2019-17w,9626346.009842286
ONT,2019-17w,555565298.4187262
CHESS,2019-17w,116445.28527435199
DRM,2019-17w,39110.551979310585
CRO,2019-17w,392529267.5613436
CTRT,2019-17w,23857.48827779322
NVC,2019-17w,1249967.7495224543
PASC,2019-17w,6911720.258221055
RNO,2019-17w,1638288.9110299044
ETN,2019-17w,46429975.67506455
RLC,2019-17w,38920909.208183646
CRW,2019-17w,3265809.092054864
GNO,2019-17w,17332455.816356085
SNX,2019-17w,5525309.492221511
DRGN,2019-17w,24167625.612262186
EDG,2019-17w,12418736.456431072
MITX,2019-17w,2782019.8366130227
TENT,2019-17w,957572.5172268926
DATA,2019-17w,13664954.335540572
CONX,2019-17w,3062.0745018071602
BLUE,2019-17w,798960.2441338773
CLBK,2019-17w,2812348.7503683087
DIVI,2019-17w,4393781.754199124
MFG,2019-17w,377892.13696941425
SENC,2019-17w,817140.2423715333
QKC,2019-17w,38062048.47461279
RUP,2019-17w,235761.45708109642
KNCL,2019-17w,40377106.25075878
GLT,2019-17w,92330.31406949017
LBA,2019-17w,30834976.462797515
UNIT,2019-17w,100052.770143236
POT,2019-17w,4858359.904479563
RVN,2019-17w,191709110.4374446
ESS,2019-17w,1010741.0212486741
XOV,2019-17w,254906.74815029284
ELD,2019-17w,126489.23260933835
AIT,2019-17w,1098152.4293941746
WAN,2019-17w,39637454.26763497
NTRN,2019-17w,388716.61904551554
AID,2019-17w,2390796.842331363
DONU,2019-17w,487325.45696329913
NXS,2019-17w,20536626.497544985
BCA,2019-17w,2057599.356144797
UTT,2019-17w,16362756.5674423
BRD,2019-17w,26330601.575906813
S4F,2019-17w,26039502.62218373
POLIS,2019-17w,4491157.180586846
SWING,2019-17w,68375.36385331948
ILC,2019-17w,18333401.1547385
ROX,2019-17w,15596743.7516727
MFTU,2019-17w,41232.76004439116
PIVX,2019-17w,41589494.648845986
0xBTC,2019-17w,699154.088737866
ADC,2019-17w,283905.078983189
ABX,2019-17w,537663.8055394005
TCT,2019-17w,22983208.381224196
CCN,2019-17w,68538.86971475522
BITB,2019-17w,3412326.033000319
XDN,2019-17w,10676708.422522377
EXP,2019-17w,1775964.208849043
NRP,2019-17w,64341.735621594475
IND,2019-17w,523393.9495097563
LA,2019-17w,33052759.4561004
NEO,2019-17w,640189753.7243929
TEL,2019-17w,21533359.188668497
TRC,2019-17w,694019.2466542287
HAND,2019-17w,97353.37695438648
COT,2019-17w,696128.5631196491
XPC,2019-17w,1758831.7366798313
ZENI,2019-17w,216359.0987494886
NCT,2019-17w,3371822.1905884626
FBN,2019-17w,513508.81110719003
SHVR,2019-17w,33310.2049154558
ATB,2019-17w,450381.07145135186
SKY,2019-17w,18409158.663364287
ASAFE,2019-17w,101750.95950954234
TAJ,2019-17w,19760.534068954883
PASS,2019-17w,612329.9728930938
DERO,2019-17w,7752828.9053705735
PNK,2019-17w,1895010.6078136729
FUZZ,2019-17w,13803.788058937984
OXEN,2019-17w,7861282.68267446
PST,2019-17w,5167568.333739753
CLAM,2019-17w,30220046.791862573
LOC,2019-17w,10229458.210415196
NBC,2019-17w,527140.2197784366
NLC,2019-17w,2054913.1078212257
OST,2019-17w,14533286.971009614
XUEZ,2019-17w,155163.40968372487
TIME,2019-17w,1600410.1478431816
ANKR,2019-17w,18822618.120370697
RYO,2019-17w,592546.7006405008
TAU,2019-17w,3464729.3149886387
TELOS,2019-17w,172370.0829803297
WAB,2019-17w,809262.634221316
IQN,2019-17w,802096.5199943014
IETH,2019-17w,721982.3159977242
NOTE,2019-17w,1077338.8809366853
AXPR,2019-17w,2026812.71767363
BEAM,2019-17w,8597544.977093292
MYST,2019-17w,1723797.3217828658
LOOM,2019-17w,48483937.45788859
EOS,2019-17w,4582118297.392787
BSTY,2019-17w,1159793.9508997959
AMO,2019-17w,7744671.6799713895
EXRN,2019-17w,1565345.301342
WTC,2019-17w,93760204.00352769
XBC,2019-17w,661399.3778415219
TYPE,2019-17w,220777.04570561973
QRL,2019-17w,12169459.157612758
BERRY,2019-17w,636985.1763873908
THETA,2019-17w,89846787.37150086
GARD,2019-17w,3525973.2858948237
ARDR,2019-17w,72243522.87010382
XHV,2019-17w,4102380.7464323416
HC,2019-17w,52081250.27808524
BANCA,2019-17w,1025059.5345062829
LTCU,2019-17w,9420.97456743898
ICON,2019-17w,7416.389037917007
ZCL,2019-17w,10427326.61702917
BCD,2019-17w,181636216.04395157
IC,2019-17w,173593.79993123614
SWT,2019-17w,1126159.0593638544
LUN,2019-17w,5621640.786322357
VEO,2019-17w,5402043.336244481
PRIV,2019-17w,49435.14359326853
CURE,2019-17w,1921257.3668284358
TRST,2019-17w,1303392.9703433972
XRP,2019-17w,12778676402.39223
PNY,2019-17w,16310.46693521223
SHND,2019-17w,941952.6320199642
WTN,2019-17w,43770.5580977972
ADA,2019-17w,1861036885.0332057
BERN,2019-17w,35554.77245590797
RPD,2019-17w,2059535.6835980641
RATING,2019-17w,869725.2734992217
CCO,2019-17w,36773.63826342965
CREVA,2019-17w,1990.8498145389842
ONION,2019-17w,3771789.9381211773
AERGO,2019-17w,19052785.8122967
IFT,2019-17w,39615.16101749513
IHT,2019-17w,11470786.572690785
MITH,2019-17w,28114094.843926243
TEN,2019-17w,9944022.780202856
MKR,2019-17w,552016975.2971429
MICRO,2019-17w,57806.21977101327
ZEBI,2019-17w,3489499.1145278574
CLO,2019-17w,4499156.916993798
SUB,2019-17w,11086201.161450656
ODE,2019-17w,48219631.94633074
SHDW,2019-17w,191655.6668562
HOT,2019-17w,88199931.65242764
TRAC,2019-17w,11619642.600646472
FYP,2019-17w,329999.64237612224
YLC,2019-17w,19027.703526329486
WGR,2019-17w,17710477.26868537
EKO,2019-17w,1877072.7415982145
MAID,2019-17w,57570031.871554695
ONX,2019-17w,34271.62087065207
PLR,2019-17w,8451289.888202693
MMO,2019-17w,157996.17054577117
HPO,2019-17w,15934605.532367315
NEXO,2019-17w,44984854.49947904
SAFE,2019-17w,1871683.6399859816
BTA,2019-17w,122702.19631248829
KCASH,2019-17w,4995124.206436359
OTO,2019-17w,2358732.36738117
IDH,2019-17w,1377722.2839852143
MOC,2019-17w,13353641.428126058
AIX,2019-17w,227879.587619119
NEVA,2019-17w,19447.028722764528
NPXS,2019-17w,128516081.48063086
DOPE,2019-17w,844732.1316281826
BIX,2019-17w,38986375.70707781
UNO,2019-17w,22818034.5145781
PKB,2019-17w,17289.62343641917
DNT,2019-17w,9159815.038362857
XEM,2019-17w,537296864.159529
START,2019-17w,126895.64800066843
AMN,2019-17w,200121.623494603
PWR,2019-17w,222463.87007741185
ZIL,2019-17w,161387680.28269085
MONA,2019-17w,66974106.538184725
PEX,2019-17w,11985.284784762729
REN,2019-17w,15740933.832670543
CANN,2019-17w,596476.9282946271
XTZ,2019-17w,822293440.9827454
AAC,2019-17w,1141154.4229664286
PLAY,2019-17w,466682.9794327123
NMR,2019-17w,11878914.724048914
LDOGE,2019-17w,608498.7147812677
MNW,2019-17w,5914498.2048258055
ZSC,2019-17w,2700947.5714151044
AMLT,2019-17w,3002873.6883410853
GLC,2019-17w,1910616.8189717613
ANC,2019-17w,1025560.3609657647
TNC,2019-17w,2146673.3150190427
NULS,2019-17w,56031772.54029644
XDC,2019-17w,2237855.179727656
SKIN,2019-17w,93965.33866687385
RTH,2019-17w,2943792.0159965726
GIO,2019-17w,467875.59596888314
MOJO,2019-17w,18333.465078884572
ORBS,2019-17w,61462178.703261994
DGTX,2019-17w,49492381.303066015
TBX,2019-17w,146740.35568068843
PIN,2019-17w,11244483.258261157
XIN,2019-17w,78298837.33373666
